inf	autentiko beleeeen aierrrathletik beti surrekin
for	duin ta gazte kalean aske
for	ez kezkatu bueltan maleta maitasunez eta mimoz beteta ekarriko ditut
inf	 goaxen ekipo gaur ilusioa gainezka irabazi ezkero ikaragarria bestela ba animatzen jarraituko deu berdin berdin aupa real
inf	zoooorionakkk nire txikitzueri handize eiten iatala osoosooso ondo paseu eta inork bez fastidietie handi bat
for	 ez dago lehor larunbatean guk argi daukagu 
for	italiako giroa lehiaketarako kiniela egin berri dut parte hartu zuk ere 
inf	 zukebai naroa bihar eongo gea si eso ondoloin
inf	 2130tan inagurazioa ta partida 2230tan ola
inf	aske jaiotako izakia nauzu aurreaan 
for	eskerrik asko eta lan bikaina egin duzuena inoiz baino beharrezkoagoak zarete 
for	esango nuke bere begiek erraz sorgindu nautela
inf	buenoba bueltabat ematea aurkiaber batenbat enganatzeten nei launtzekojajaja
inf	bale ondo da ezin da sammames barruan erre lagaiguzue beintzat kalera urten ta berriz sartzia mesedezez dou asko eskatzen 
inf	naomi esaiozu ba txurruri sentitzezun guztie modu bakarra da ireki zaitez saiatzen ebazea eduzu jakingo 
for	esnatzeko bridge burning jarri ta saltoka ta bullaka gora 
for	 zorte on datorren astean denboraldiari ekingo diozuen talde eta txirrindulari guztioi
for	itxaropen hitzek ez dute balio zu berriz sentitzeko 
inf	zorionak ondo pasa disfrutau eguna
for	galdera da nondik hasi interpretatzen opari hau
inf	 baa oso repetitibie zeala jajaja zenbat ufaa jaja
for	azaroaren 24an izena eta izana ezbaian gida praktikoaren solasaldia n 
inf	lasarteko udaletxeak puticluba emateu jajajajajaja 
for	oinarrizko eskubideak ez dira eskatzen ez dira bozkatzenherriaren askatasuna horietako bat dagure esku dagoena ezin menderatzaileari eska
for	27zapata ez dira egun asko falta eta gutuna olentzerori 
for	mugalariak sorkuntza eta bitartekaritza artistikorako mugaz gaindiko deialdia aukera aparta
for	 egunero herrialde katalanetako eta euskal herriko garagardo artisauak ardoak eta jatekoak izango ditugu 
inf	inoizz ezdet ein mateko examin bau au baino okerro
for	aurten bai eibar lehengo mailara 
for	 gukere ekarpen ttiki bat euskal irakaskuntzan alde
inf	adibide bikaina askorentzat erakutsi zuen ingurukoei buen ejemplo para muchos ensenadlo en vuestro entorno 
for	horrelako partidengatik da txanpionsa berezi magia hutsa erakustaldi bikaina bizi izan dugu zorionaak choloren mutilei meritu handia
inf	egunoon zemuz berriz 12k badia
inf	 jsjsjsj balee bueno bai jeje eskerikasko galdetziqtikann suerte partidotannn
inf	 kin piriniotan bizittekue haundixe benetan giro ona ta jende obioue aupa sanpedrotarrak eta 
inf	 te la dejare y la pruebasssbueno lotaa noa biehr toka kurrarzaindu ta ia mine pasetan jatzunta a entrenar atopemosuondo loo
for	minduta egon arren aurrera egitea nahiz eta zoruan egon altxatzea nahiz eta bakarrik egon bideari ekitea aurkituko dut bidelagunen bat
for	euskara dugu euskaldunak gara barruan daukagunaren islada
for	denbora txarrari aurpegi ona jartzen badakit 
inf	 34 resultau on etxeko 15 partido birau realak 
for	 perezek kriston erakustaldia eman du gaurkoan baietz finalera heldu 
inf	 eskerrik asko prima emungotzut buelta bat eunen baten jejej
for	bi egun eta kitto hainbeste aipatu diguten prestakuntza fisikoa ikasgai ea zer azaltzen diguten gogotsu nago zaila omen da hor erronka
for	 jaialdietako informaziopuntuetan arituko diren gazteak donostian bildu dira 
for	dena prest deskonektatzeko gogoekin todo preparado con ganas de desconectar 
for	egun borobila mila esker zoriondu nauzuen guztioi gabon 
for	 barrukoen deia jaso dugu valladoliden dena entzuten dute borrokan jarraitzeko ta gainera animoak bidaltzen dizkigute
for	gaur 1930ean gure sor lekuaren bila dokumentalaren proiekzioa herrerako ken 
for	igande iluntzeei zentzua emanaz buelta da 
inf	 oixe betikua besteik eztezu ta jajajajajajajjajaja ala dejemoslo
inf	bilbo aldea mundiala ikustea repdominicana vs usa 
for	ez dira betiko garai onenak 
inf	 suitza atzean utzi ta hemen ere leku ederrak uzturre ez neymar eta ez inor aupa gu gora erreala 
inf	etxeaka jutenn en etxian eon da geo
for	distantziak ala mugagatik iruditzen zaizkigu handiagoak distantziak k n 
for	ihes egin nahi nuke ta ez galdetu zergatik
for	eta nola nola eutsi argazki eder hau sarean zabaltzeko tentazioari 
inf	zurekin bizi ditudan momentu on guzti haiengatik ez dakiit ze ingo neban nik zugabe ez aldatu inoiz 
inf	 ke sobrau xabi uste genun errealea bueltatuko zinala emengo jendea pozteko bano ez an geatu zea 
for	gaur partidua arratsaldeko 6retan zestoan 
for	izarrak plazara talentu lehiaketan partu hartu nahi sari bikainak lortzeko aukera zatoz 
for	mungiako dantza zati baterako entsaioa 
inf	gozada bat da tarteka asko espero eztezun batekin gai esanguratsutaz hizketan jardutia ordu ta piko erlijiyo ta eredu politikotaz hizketan
inf	 eztait tipo mierdabat ateazait ta ezdia lagatzen kontestatzen
for	killian jornet fenomenoa da zegamaaizkorri irabazi du beste behin non dago mendizale gazte honen muga 
for	lehen borrokagai zena orain apaindura baino ez da euskararen erabileraren gainbehera n 
for	goizero zurekin esnatu eta belarrira esan nik aire izan nahi dut 
inf	eunonnispasterrea bidentemporadako azkeneko karrerea izangoaaer zmz 
inf	ya tolosa juteko gogok aumentatzen 
inf	ale matekin amets politak izatea ddd 
inf	 ez pentsatu partidun oaindik gaur ta biar ondo entrenatu beardeu 
for	 4 imagenes una palabralau argazkiek zerbait daukate komunean eta haren izena bete behar duzu beheko letrekinondo dago
inf	lokalen ioritzei 80 irabazi fifan oso txarra dek
for	egurrean jarraitu behar dugulako sakanan borrokak dirauelako 
for	 birigarroa bailitzan beti zuhaitzaren puntan kantari eta alai
for	santi eta josu egia bide askatasuna amets 
for	jende zoriontsua herri libre batean dinamikaren aurkezpena auzoan osteguna1930 auzo lokala zergatik ez
for	gasteizen izango da igandean izarrak kalean nork irabaziko du 
inf	erronka gogor baina polit baterako prest lortuko dozu 
for	el caso farewelletb2 sobiet batasunaren inguruko film ederra
inf	zorionaaak pitxin felices 15 todo dicho y eso asko maite zaitutt maitiee 	inf
inf	 oleee ba oaingoz ondoo aer bestek zemouz jejej porciertoo zoriondu ta tirau fuertee belarritik ne partez ajaj emozinatuta eongoa
for	adibidez udaberrian egindako muralak anorgako ikastolan 
inf	si esque gehiegi matteyot bobontzio horrei
for	gutxi batzuek dena eman behar ez dezaten denok eman behar dugu zerbait 
for	lehiaketaren azkenengo astean sartu gara europako hiriburu batera 4 lagunentzako bidaia irabazteko azken aukera 
for	harremana ez da pertsona perfektuak elkartzea baizik besteren argia eta itzalak onartzea
inf	armosau eta gero prestetan hasiko naz
for	 ez zidaten ezagutzen baina momentuan esango nion hori gustura bururatu ez ordea
for	hain eder ikusten zuen bere burua hain eder bere dniko argazkian inspiratuta masturbatzen zela 
for	aingeruek ere betetzen dituzte urteak 
for	 ko zuzendaritzak ez dit kontratua berrituko gisa iazko emaitza txarrak arrazoituta guztiz ulergarria
for	 dena atera behar da urtarriletik aurrera altxa burua eta aurrera 
inf	animo eee sendatu ari bizkor
inf	zorionak al crack de osondo pasa eta 
for	 inoiz baino indartsuago gatoz gora 
inf	gab laztanak nire partez ondo ein lo 
inf	ze ona dan utorrent ta ni oain enteratzenaiz 
for	bale bale eta zer da karisma
for	atzera begiratu aurrera joan ahal izateko
inf	gaur bermeon karreriegogo askokin gauzak ondo eiteko ta urtie ondo amaitzeko
inf	me ha gustado un video de de dantza zati bat mungian gibelurdinek
for	 lana duintzen saiatu ginen nik izan nahi nuen hiltzaile baina
for	 bera berako jokalarien partez mila esker argazkiarengatik 
for	tiraneko arraunlari bati entzun diot 22tako galizian egon behar zuela lan kontuengatik eta hala ere poz pozik ez zegoen triste
for	niri jartzen didate caro izena eta nahiago jose zorrilla deitzea
inf	 ya interrail pff ni fundamento ni nada nik datorren urteako utziko nuke
for	1217 ute dituzu izarrak plazara talentu lehiaketan parte hartzeko izen ematea zabalik hona hemen k igorritako mezua izena eman 
for	goizian ezer ta gauian gehiegi
inf	 amaitzen ari da azken eguna erezenbat akordatuko naizen zuetazeskerrik bero eta goxoena pittin
for	 txioak faltan botatzen batzutan apur bat astuna izatea nahiago nuen aupa benat 
inf	ustenun amets bat zala bano oaintxe konturau naiz atzo benetan galdu nula mobila
for	sentimenduak preso hartzerik ez dago
for	bikaina ren mugikorretarako euskaltegia jokua maiz parrandetan egin izan duguna joko bihurturik 
for	hamalaugarrena jarraian igoera ziurtatuta datorren astean borobildu dezakegu denboraldia 
inf	uda ta ura besterik ez det behar oain
for	gure prestatzaile fisikoaz zerbit gehiago jakin dezazuen gomendagarria hau irakurtzea 
inf	halabaa oainn bazkaltzea ta aatsaldiann hondartzaa
for	 eskerrik asko lanean jarraituko dugu
inf	falta carrolli akaso hirugarren partiduan zai ia bost partiduta jutean halare harritu nau 23 batek zenbateko mina in diyon madridei
for	19 egun gose greban aupa ugaitz 
inf	 eta nik egazkine hartu bier dot zelan dana
for	27zapata ez nekatu gehiago ama 
inf	 zu bai zarela txapelduna muxu handi bat
inf	 animoooak salooutik jaja noz dekozu azterketie ba
for	bi egun izatera pasa parte hartze arau herrikoiagoekin eta arrakasta100dik gora talde eta 477 jokalari 
inf	anoeta ft en garaipena ikusi ta gero ikusteen
inf	 gogoratuuuu biyarr ostiraaa ke ganas de puente 
for	gero eta argudio gehiago independentzia aldarrikatzeko estatu zapaltzaile honetatik ihes egiteko goazen 
inf	azkan tuite ez azkanengoko tuite
for	buenoo astelehena astea berriro astera
for	zarautzen ere berriak jaio daitezen eskolako kortxoko propaganda osatzen segi dezagun
inf	 crk baino hobeto explikatzen daben bitxartian nahikua ajajaja
for	futbolean ez duelako beti florentinoren diruak agintzen handia borussia
for	orain berriozar aldera taldearkin lanera eguraldi ona nafarroan osagai bikainak primerako kontzertua izateko ni erdi gaixo
inf	 aupa reala aurten championsak txapela daka
inf	 hi ze pentsatok ba eeklaro baietz etxeko bistak jajajaaj lekitxon eurixe bakarrik da
inf	 milesker maitia baibai itxoin inbarkozu morenas bakizu trankilamnt xd alared bakizu ni zugabe enaizela jung prim t matteautela
inf	gauza asko ikesteko eta denpora gutxi
for	jarri sudur gorria ta eutsi irriei
for	presta zaitezte konturatzerako denboraldiko lehen kiniela egiten ariko gara erne rekin eta erne nirekin 
for	anaia arrebekin askotan haserretzen gara baina azken finean maite ditugu 
inf	bihar urtia bukatzeaa ze azkar pasatzean denbora 
inf	zorionakk oso ondo pasa alemanian
inf	gabon txikitxusssss ondo lo ein muxuusss gaur pozik ohera bihar ostirala
for	ekainak 9 etxebarriko jaietan disko festa ekin 
inf	pues k errealak galdu indu beste batean izango da 
for	ta zure gogoz gelditu nintzen
inf	txikitako argazkik ikustia ta beste plazer batzuk
inf	azkenean asi dia san ferminak 
inf	puto enauk bate fiatzen mekauen dios
for	uda honek utzi dituen momentu pertsona eta bizipen guztiengatik agur 
inf	pistinara jun biko da honekaz txikixeekaz no hay tiempo que perder
inf	partido oso ona mutilak grande ekipo
for	euskarak 365 egun dituen bezala berdintasunak beste hainbeste 
inf	 ni konparazion ordunn jajaj txinfuuu
inf	 gaur programan ikusi zaitut non eta komunean uiuiui
inf	ez dekot gogorik inglesera jueteko
for	 eskola kiroleko txirrindularitza lasterketak hasi dira via 
inf	natuurrekin asoberkoobuuff eztet ezerre ulertzen
inf	egun osoa pijaman ze lujoa
inf	gau politze nire txikitxuekaz berri ezin hobeto pa repetir e neskak oin ia xfin lotara nuen 
for	illarramendiren kasuarekin nahikoa nazkatuta nago dagoeneko diruagatik jokatzen du madrilen 4 aldiz gehiago ordainduko badiote doala12
inf	 callatee bua esq seriamnte me cago en tus kompetis prima lengurten de ez nik ikusi in nainizulaaa ta txupito bat artu
inf	 noiz jokatukozue getxon contra partido
for	bihar korrika irunean ta gero eguna ospatzera
inf	zergaitik zagoz hain pozik nii ideeeaaa d 
for	ama hizkuntzen nazioarteko eguna herenegun ez nau hain konekaktuta egunean bertan zeozer jartzeko baina 
for	eta ordubete barru inauteria gizakia naturaren kontra liburuaren aurkezpena n edu zabalarekin 
inf	 eta niii txoria nuen maiteee
for	audientzia nazionaletik sotora bidean gure 5 kideen bila 
inf	zorionak a la gordii de muxux
inf	aztuta neukan zertzan ordu hautan esnatzea 
inf	beste hiru puntu guretzat gaurkoa nahiko errexa lizeo 13 kotskas e 0 
for	guztira 102000 banatuko ditu urtarrilean den denak euskal herrian tokatuko dira 
for	balkanetako eta jugoslavia ohiko feminismoen inguruan irakurtzen eta idazten irakurketadenadelako proposamenik 
for	2 futbolari men egiten dion neurria beste kirol azpiegitura batzuk egitea eta daudenak eustea ez al da ba hobea
inf	pistinan itxoiteeeenzein da oain inpuntuala eeeee eeeeeeee jajajajajajjaaj
inf	gauzak txikiak handiak direla gaboon
for	33 gasteizen 2007an galdutako partidarekin 12 txuriurdinak aurretik zihoazen kotxeko irratia itzali nuenean 5 minutu geroago 32
for	hemen duzue nesken futbolari buruz eginiko erreportaia aldapa zelaituz ederra benetan 
for	porrotx jada zuen zai dago intxaurrondo ikastolan 1730tan kalejira sagastiederrera 
inf	91 irabazi ondo ekipo ondo jolastua ola segui behar degu
inf	san mameseko kobertirie buenoo ya ezta ezer geratzen aupaa athletiic
for	 irabazi edo galdu beti zuekin noa alde egin edo geratu beti nire barnean beti harro zuetaz 
for	gbck acbn jarraituko du eta iraurgi eta askatuak lebetik kanpora geratzeko arriskuan talde artifizial bat vs bi harrobi zer iruditzen
for	foto txoko ezkutuapor iker etxebarria 
inf	 yaa zubietaak ondoo aguantatzen du urarekin zuek bihar berion komeriak
inf	 ooooooh biherko bazkariko itenal zintuen holako batzuk 
for	eunon gaur ez daukagu zer ospaturik
inf	oin baskaltzen aber zelan sentitzen nazen baskaldu eta gero 
inf	 mila esker eta ikusiko gera laister
for	ze harro nagoen gaur hau zuei erakutsi ahal izateaz nyko new school eta kosova womens networken arteko elkarlana 
inf	egunon ya ostirala bana bi azterketakin aber ondo doiazen ta azkar pasatzen dian klasiak
for	for those interested inguruko inork joan nahi balu mesedez abisatu
for	 ta ez galdetu inoiz zer galdu genuen
for	 ara bada bai dena dela netanyahuri opariak ematea lotsagarria dela deritzot
inf	gaur kursilloko azken egunamerendolan potolak jartzea jajjajajaja
inf	entrenamendu txarra ta orain lehengusinarekin azkenengo errepasoaematera euskara ta mate bihar gainditzeko
for	gaur miarritzen 4sasuak ikuskizuna sonorizatzen 
inf	gaur donosticupeko bigarren partidoa aber nola jutean
inf	amaiur zu nahizta ez egon kuadrila jatorrenean irabazlea zara 
inf	oain bihar entrenarako motxila prestatzia 
inf	 egun osoa zuekin gogoratu naiz pozten naiz primeran pasatu izana argazkiek berdina adierazten dute ji
inf	gaueko ordu hautan eukitzea daon situazioik hobena 
inf	oso txarto goaz eta ez dakigu nora 
for	oraindik badira jendearen bihotz txikietan hain handiak diren ametsak itxaropenak
for	tabernetako komunak eta erabiltzaileak klasikoak modernoak eta apurtzaileak via 
inf	 alonsok erosi ta haize tunelean edo ibiliko ziran en plan f1
inf	 ezindett enai etxiann t mobiletikan tuentiya borrau nun mensajes directos de twitter ondo
inf	psn zaunka baina ez du hozka egiten ejem
for	bera bera polideportivo manteo kiroldegia 
inf	amaman etxien jaten hasteko prest
for	bihar kantu berria blogean enkarguz egina euskal herrian euskaraz
for	 hemendik dena primeran doa eta atzoko iluntzea eta gero imajina dezakezu majo zu ondo
inf	altxatu naiz oraintxe bertan ez dakit gero lokartu al izango naizen baina bueno
for	hunkigarria 3 militante kurduen hileta herriaren indarra gora kurdistango herria ez du barkatuko
inf	zorionak garaipen itzela segi holanik
inf	aber bixer mateko azterketie ondo urtetan dan
inf	ekinaren ekinez ezinezkoa eginez aupa 
for	 kaixo arratsaldean gaur ere 5tan
inf	venga orduerdi barru ikasten jartzenaiz
inf	 eneko nere lagun bat jajaja
inf	basurton abre noz hartzen doztien
for	berez ezen penalti area kanpoan izan da
inf	seguruenik ezin dizut munduko onena eskeini baina nere barruko onena 
for	igoerako lehian jarraitzeko gaurko hiru puntuen bila martutenelizeo 
inf	bueltaxka inda gaur lasai dauakau lo itra 
inf	 miyesssskerrrr guapi erregek portatuyaa o biharrarte jejeee muaaaaaa
for	 bere taldean ez dira damutuko fitxatu izanaz
inf	 kontuz zee esateezun o iteenazun grabaziioa dakatela
inf	iritxiyalaaaaa sanmielaak15 esne beltzaaa ze esatekk 
for	izaera politikoa duten hilketen 95 epaitu gabe jarraitzen du luis plaza velez n 
inf	 a klaro esaten dute ez dala oso hona
for	erradikalak al gara a ze lurrikara zorionak ane labaka eta bea elgezabali ez ezazue galdu aukera 
for	gaur 1900etan an bagera elkartearen ikasturteko 1 soziolinguistika solasaldia 
for	photo altar by iker etxebarria via 
inf	ta nere ustez felix bai idatzi du bazekilako danak zekitela oihanerekin liau zala eta ondo geratzeko mundu guztiarekin 
inf	maleta ein bier dot eta oien botata nau
for	ez utzi malkorik ezpainetara iristen 
for	 ni kantetan hasi ezkero igual bai tiro bat merezi 
inf	 tdo olor askeroso de no aberse dutxau en una semana benga gorditaaaa
for	hemen ume batek amesten du amestu ahal izatearekin
inf	gauur tokatzeen da gooazen leheenengoo finaalaa
inf	es traper lo punk nizuri tazuneri via 
inf	dena gaizki ateatze zait gaur
inf	 barkatu saiatzen ai naiz spamarekin akabatzenduela asko iritsi zaizu
inf	laster lokartu ein bier naz
inf	bixer laneray ke no falte
for	martxan dago kirol web gune berria sport trend trotters 
for	hona izarrak plazara talentu lehiaketarako finalistak zorionak 
inf	mundu erdia juergan ta ni etxen 
for	banda bat osatu dute irlanda kornualles gales eskozia frisia galizia eta ehko musikariek 
inf	zorionakkk oso ondo bukatuu egunaa
for	 oso argazki polita parra herrera delgado cubino
for	arabako ren errektoretza ordera hurbildu eta honakoa en castellano por favor lotsagarria ta iraingarria hizkuntz eskubideak
for	badaude milaka arrazoi irri egiteko gabon 
inf	ikaragarriajuernes toury ardi n kasaaisssprioridadesathletic beti zurekin
inf	 justu gaur ezttiat gosaldu bano amak iya merendola bat sartu ziak motxilan jajjaaa
inf	 aaaixmiyeskeerr preciosaaaa zu bai zealaa tonta
for	 egitaraua aurreratzen hasi dira eta madonna ez dela bertan izango jakin dugu 
for	kostatuko zaigu zure irribarre ahaztea 
inf	zoooorionak osoo ondo paseuu egune eta ontze gauzz pd prepareu belarrixek
inf	 en zain buzoneua itxekooo pff vaya puta basuraa
inf	zorixooonak oso ondoo pase ta gero gaauuz ia plaise ikutzen bagun geur jaja benga geroartee
for	 hori gezur hutsa da diskurtso hori xix mendeko eajrena da
for	eskerrik asko hunkigarria eta polita izan da 
inf	bera ikusteko gogue badekot baina oin dala aste bete egon nintzen beragaz
for	meritua du gero bi euskal txirrindulari bukatzeak lehen hamarren artean horren proba garrantzitsu batean 
for	aupa garaipenaren bila joan behar gara animo ezer ez izatea garaipena berari eskeintzera
for	ez da argentina italia da hamsik napoliko ultren buruarekin partidua jokatu edo ez erabakitzen beste mundu bat 
inf	 eskerrik asko amor ke bien sientan los animos
inf	 gu jota formalak gara jajjaajja
inf	 jajaja inoiz aldatu ezingo den gauza
inf	 leon enjaulau piolinen morun kaxolan sartute 
inf	2 egun eta oporrak ondo irabazitakoak like a monkey 
inf	honetan momentuetan ezta egoten gauza askorik esateko baia animo
inf	norbaitek thomannea pedidua inber badu abixauu
for	 argazki horrekin fondo de pantalla egingo dut hala ere elizaso estimatzen dut oraindik ere lan bikaina
inf	 gabi eztezu pillatu asieran ta oain pillatuzula esandezu broma zala taa bano ezautzegeaa
for	 haien arazoa gurea bihurtu nahi dutenean edo
for	1000etatik 1100etara munduko emakume artisten artelanak hizketagai ko 
inf	ta bihar gure bizitzako azkenengo ahotsu eguna gabon danoi 
inf	ze ondo sartu date oin dutxatxu baat 
inf	 eso esta echo makinaaaaa burua gora eta egurreee bai bai ee aste barruan ingu berba hi zaindu eta ondo pasaaaa
inf	amaitu dogu pistako 20142015 denboraldiko munduko kopie atzo azkenien taldekako jazarpen proban seigarren postuen amaitu ginun 13
inf	 ez dakit orain itzegiten ari gara abisatuko dizut
inf	 ea nz antolatzen dugun donostian ere urbano fest horterua 27 autobusarekin yeah 
inf	 ejem ejem goizetik joateko beste gogo
for	 aiaraldean dago laudio ez araialdean artikulu interesgarria
inf	egun sensibletarako anari bezain hoberik ez dago
inf	 kin kotxian arasera juten k ganas
for	altxatu arnastu irribarre egin eta aurrera jarraitu nahi duzunagatik borrokatzen baduzu azkenean lortuko duzu
for	ez dut uste nire nortasuna agertzeak asko eragin de nire ikastetxean ikasten duzu 
for	 irakurketa dramatikoak egin baino lehen irakurri eta hausnartu ta gogoratu amuarrainak begi bi 
for	zein da sare sozialetan edukiak partekatzeko unerik egokiena 
for	espainiako vuelta lehiaketarako kiniela egin berri dut parte hartu zuk ere 
inf	 aitz gutinaka aklaratzen nahiko lan jajaj
inf	 ni lenuo axek bno ezemat ataek
inf	mila kilo zorion maitia mz zubero pais vasco spain 
for	 kaierari buruz lanketa egin ostean 
inf	 zenbat negar ta zenbat min ta zenbat gau lo einbarik trilillioiaisldjd
for	guztiaren amaieran beti ilargia ateratzen da 
for	ez hezi bai ikasi ta lanerako bizi kontsumismoak gaitu osorik irentsi 
inf	 eguzkiyan alturan kontua da eguzkiyan berotasunana wikipedia lady
for	albiste pozgarria baina talde euskalduna izatetik espaniarra izatera pasatuko da gogortu duela 20 urte sortu zela
for	 eguzkitsu eta goiza lasai hernaniko santa barbara urdina eta donostialdean ostarte 
for	 contadorren erasoa shleci katea irtetean
for	girl vs woman why language matters via ederra benetan ikusi
for	momentu txarrenetan irribarre bat atera 
for	ez utzi malkoak ezpainetara iristen
for	egun ilunak koloreztatzekohemen zaudete lagunak betidanik izan ez bada betirako izan dadila 
for	elkarrizketa irakurtzeak adina interes edo gehiago du jendearen iruzkinak irakurtzeak 
